# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
4.584461878050077388e+01,4.584461878050077388e+01,1.537335903069848131e+00,1.537335903069856125e+00,5.227316460421481681e-01,5.227316460421483901e-01,4.956070339289861515e+00,4.956070339289865956e+00
4.676003721472128660e+01,4.676003721472128660e+01,2.878117142777946391e+00,2.878117142777939286e+00,9.767327551863285162e-01,9.767327551863285162e-01,7.305095338168176688e+00,7.305095338168200669e+00
4.027200237097131463e+01,4.027200237097130753e+01,2.986784694427666143e+00,2.986784694427596420e+00,9.454587641444365254e-01,9.454587641444361923e-01,5.601358009268348148e+00,5.601358009268389004e+00
1.550428208864668700e-01,1.550428208864669810e-01,2.695025480349490188e+00,2.695025480349490188e+00,9.311498274615649384e-01,9.311498274615648274e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.562533392882543559e+01,1.562533392882540895e+01,3.042051920517915509e+00,3.042051920517907959e+00,9.728185503466465489e-01,9.728185503466493245e-01,8.545110861827144300e-01,8.545110861827353022e-01
3.978400699351537639e+01,3.978400699351536929e+01,2.082689483651879225e+00,2.082689483651874784e+00,5.466477397408164851e-01,5.466477397408165961e-01,3.109182504847329387e+00,3.109182504847330719e+00
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,7.131908316606580533e-02,7.131908316606577758e-02,3.951206511392660325e-01,3.951206511392668097e-01
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,9.005824597272046872e-02,9.005824597272066301e-02,4.907384871690766981e-01,4.907384871690775308e-01
