# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
3.950601817371652658e+01,6.049398182628347342e+01,9.733894514174157564e+01,2.661054858258558475e+00,4.846812114885261735e+01,5.153187885114738265e+01,2.935594405700462062e+01,7.064405594299532254e+01
5.006728757305838684e+01,4.993271242694160605e+01,9.497859098311425896e+01,5.021409016885810317e+00,4.704823586924942447e+01,5.295176413075053290e+01,1.488363994328416595e+01,8.511636005671633143e+01
7.564694286013096303e+01,2.435305713986896592e+01,9.652513772219911914e+01,3.474862277800812471e+00,4.813276235953540549e+01,5.186723764046462293e+01,4.604645530321099578e+00,9.539535446967902033e+01
9.999711451956886776e+01,2.885480431124045047e-03,8.326455742223647860e+01,1.673544257776369193e+01,4.493738695901435420e+01,5.506261304098561027e+01,0.000000000000000000e+00,1.000000000000000000e+02
9.081739937759023462e+01,9.182600622409864854e+00,8.697536635542689964e+01,1.302463364457325490e+01,4.597304936708470535e+01,5.402695063291538702e+01,2.362052488128188188e-01,9.976379475118733353e+01
6.922879768890136631e+01,3.077120231109867632e+01,9.381901343009425887e+01,6.180986569906147032e+00,4.834614029318763073e+01,5.165385970681236927e+01,1.215609559534354212e+01,8.784390440465661243e+01
nan,nan,1.000000000000000000e+02,0.000000000000000000e+00,5.341559396837647000e+01,4.658440603162349447e+01,1.863285020419730387e+01,8.136714979580240481e+01
nan,nan,1.000000000000000000e+02,0.000000000000000000e+00,5.474596503759004662e+01,4.525403496240998891e+01,3.692845608528816115e+01,6.307154391471144095e+01
