# anmx, denit, nitox, dnrn
2.784089853263706615e+00,1.103598812105400562e+00,4.256975900444801653e+01,5.354255233018295712e+01
3.193773641724227730e+00,7.134431201003750278e-01,4.661974182523073296e+01,4.947304141294510771e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.428221721124008781e+01,4.571778278875989798e+01
