# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
4.163254031920363474e+01,4.163254031920364184e+01,4.602746862906908376e+00,4.602746862906902159e+00,1.095545240080811666e+00,1.095545240080811222e+00,2.836039567745606060e+00,2.836039567745605172e+00
3.610896428006080328e+01,3.610896428006081038e+01,3.768668389094750992e+00,3.768668389094750548e+00,9.126249560811766637e-01,9.126249560811769967e-01,2.358832729498336889e+00,2.358832729498334668e+00
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,7.499295234698372115e-02,7.499295234698376278e-02,3.193918157432467098e-01,3.193918157432468763e-01
