# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
4.893543553056205297e+01,4.893543553056205297e+01,1.970009077485661564e-01,1.970009077485690985e-01,1.830434731866567466e+00,1.830434731866568576e+00,6.489108249253912497e+00,6.489108249253918714e+00
6.704686457923109133e-01,6.704686457923108023e-01,5.516094792549014469e-01,5.516094792549015580e-01,1.524581516586288321e-01,1.524581516586288599e-01,7.741192240631351584e-01,7.741192240631321608e-01
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,4.553880816247943969e-02,4.553880816247947438e-02,3.022001980377262420e-01,3.022001980377263530e-01
