# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
2.348801936061653706e+01,2.348801936061654771e+01,1.021312099307939203e+00,1.021312099307939425e+00,3.285051599686612533e-01,3.285051599686612533e-01,2.025414698491839971e+00,2.025414698491842636e+00
8.950656935560713734e+00,8.950656935560710181e+00,8.403373890349844499e-01,8.403373890349836728e-01,2.345140325048618024e-01,2.345140325048615249e-01,1.431367216485384564e+00,1.431367216485391447e+00
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,3.584451105996511178e-02,3.584451105996519504e-02,2.833960131589004505e-01,2.833960131589009501e-01
