# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
4.247849956696823170e+01,4.247849956696826013e+01,3.033305860785613817e+00,3.033305860785612929e+00,7.720317508833529629e-01,7.720317508833535181e-01,6.723308004374667135e+00,6.723308004374668023e+00
4.614073907469317248e+01,4.614073907469317248e+01,2.280184053383931708e+00,2.280184053383971232e+00,7.892599929210228904e-01,7.892599929210228904e-01,5.609735657321201607e+00,5.609735657321211377e+00
1.388536754355616765e+01,1.388536754355616765e+01,2.226863642368337892e+00,2.226863642368337004e+00,7.773850426882770170e-01,7.773850426882771281e-01,6.480424113791278806e-01,6.480424113791238838e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.180808907968228905e+00,2.180808907968225352e+00,7.272982955298760155e-01,7.272982955298762375e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.813433128804190941e+00,1.813433128804192274e+00,6.126347716728358650e-01,6.126347716728357540e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.843714139483603986e+01,2.843714139483611092e+01,1.530872954488001314e+00,1.530872954488000204e+00,3.817124881314650775e-01,3.817124881314655216e-01,2.741724890400744741e+00,2.741724890400729642e+00
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,7.966419703114947792e-02,7.966419703114933915e-02,3.528596224735467413e-01,3.528596224735476294e-01
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,5.886825976756569073e-02,5.886825976756572543e-02,3.320138725618440589e-01,3.320138725618441700e-01
