# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
2.012890674077603581e+00,2.012890674077603581e+00,6.101150982019762026e+00,6.101150982019761138e+00,1.858565896629000624e+00,1.858565896629001957e+00,5.352726559490726288e+00,5.352726559490723623e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.825771975211856080e-01,4.825771975211869957e-01,1.194175923765051772e-01,1.194175923765056213e-01,5.875369396933918242e-01,5.875369396933914912e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.005206029888017411e-02,2.005206029888023656e-02,1.948672047786896011e-01,1.948672047786896566e-01
