# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.994376891336536062e+01,5.623108663464230356e-02,7.069271473270293882e+01,2.930728526729711447e+01,4.234268620847184650e+01,5.765731379152835245e+01,2.637576685296641799e+01,7.362423314703380584e+01
1.000000000000000000e+02,0.000000000000000000e+00,8.807571674332237421e+01,1.192428325667800060e+01,4.732100206631047712e+01,5.267899793368957262e+01,3.889877417007503446e+00,9.611012258299258804e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,5.258283388797155311e+01,4.741716611202841847e+01,2.739595630182317265e+01,7.260404369817702275e+01
