# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
2.713383503753742687e+01,2.713383503753742332e+01,2.419966402233714398e+00,2.419966402233733049e+00,8.181938614999330062e-01,8.181938614999336723e-01,3.301441448826826885e+00,3.301441448826827330e+00
2.463819628918134796e+01,2.463819628918135862e+01,2.587079720002663841e+00,2.587079720002662064e+00,7.591008616346105464e-01,7.591008616346098803e-01,3.166614502552005828e+00,3.166614502552001387e+00
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,5.049163555420868588e-02,5.049163555420849853e-02,3.930593851201753530e-01,3.930593851201759081e-01
