# anmx, denit, ox, red, nitox, dnrn, caco3 diss, other DIC
9.115063137133041948e+01,8.849368628669504133e+00,9.745578688046613536e+01,2.544213119533744294e+00,4.412020390073187315e+01,5.587979609926817659e+01,2.590096820623308815e+01,7.409903179376672711e+01
9.119901359049480050e+01,8.800986409505149766e+00,9.320314880166824878e+01,6.796851198331796517e+00,4.510567258535710522e+01,5.489432741464293741e+01,7.302537907206233747e+00,9.269746209279352911e+01
nan,nan,1.000000000000000000e+02,0.000000000000000000e+00,5.457348279241610101e+01,4.542651720758406952e+01,3.240976189397424179e+01,6.759023810602593585e+01
